,Unnamed: 0,url,indexed,published,search_indexed,title_snippet,content_snippet,title,content,root_url,domain_url,host_url,parent_url,lang,porn_level,fluency_level,spam_level,sentiment,source_type,post_type,cluster_id,meta_cluster_id,tags_internal,tags_marking,tags_customer,entity_urls,images.url,images.width,images.height,images.legend,videos.url,videos.width,videos.height,videos.legend,pagemonitoring_sitemon_siteid,matched_profile,article_extended_attributes.facebook_shares,article_extended_attributes.facebook_likes,article_extended_attributes.twitter_retweets,article_extended_attributes.url_views,article_extended_attributes.pinterest_likes,article_extended_attributes.pinterest_pins,article_extended_attributes.pinterest_repins,article_extended_attributes.youtube_views,article_extended_attributes.youtube_likes,article_extended_attributes.youtube_dislikes,article_extended_attributes.instagram_likes,article_extended_attributes.twitter_shares,article_extended_attributes.num_comments,source_extended_attributes.alexa_pageviews,source_extended_attributes.facebook_followers,source_extended_attributes.twitter_followers,source_extended_attributes.instagram_followers,source_extended_attributes.pinterest_followers,extra_article_attributes.world_data.continent,extra_article_attributes.world_data.country,extra_article_attributes.world_data.country_code,extra_article_attributes.world_data.region,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.id,extra_author_attributes.type,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.image_url,extra_author_attributes.short_name,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_author_attributes.world_data.longitude,extra_author_attributes.world_data.latitude,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,extra_source_attributes.world_data.longitude,extra_source_attributes.world_data.latitude,engagement,reach,retweets,translated_tweets,stopped_tweets,normalised_tweets
871,871,http://twitter.com/infobaeamerica/status/542992321651171328,11/12/2014 11:40,11/12/2014 11:40,11/12/2014 11:42,,Perú rechazó las disculpas de Greenpeace y la enjuiciará por los daños a las Líneas de Nasca infob.ae/1BAmnQN pic.twitter.com/RGM1qdYNPk,,Perú rechazó las disculpas de Greenpeace y la enjuiciará por los daños a las Líneas de Nasca http://t.co/DspVNGTMDd http://t.co/RGM1qdYNPk,http://twitter.com/infobaeamerica/,http://twitter.com/,http://twitter.com/,http://twitter.com/infobaeamerica/status/542992321651171328,es,0,75,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/infobaeamerica/status/542992321651171328/photo/1"",""display_url"":""pic.twitter.com/RGM1qdYNPk"",""url"":""http://t.co/RGM1qdYNPk""},{""expended_url"":""http://infob.ae/1BAmnQN"",""display_url"":""infob.ae/1BAmnQN"",""url"":""http://t.co/DspVNGTMDd""}]",http://pbs.twimg.com/media/B4kYooWCQAADMGY.jpg,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,61,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,393347,0,0,,,,,,0.0,0.0,tw:7827962,,Infobae América,0,DAY,FEMALE,http://pbs.twimg.com/profile_images/2737390972/e8de40510e1834ef756448e9ed50bdc8_normal.png,infobaeamerica,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,61,393347,61,Peru rejected the apology of Greenpeace and prosecuted for damage to the Nasca Lines http://t.co/DspVNGTMDd http://t.co/RGM1qdYNPk,Peru rejected apology Greenpeace prosecuted damage Nasca Lines http://t.co/DspVNGTMDd http://t.co/RGM1qdYNPk,"[u'peru', u'reject', u'apolog', u'greenpeac', u'prosecut', u'damag', u'nasca', u'line', u'httptcodspvngtmdd', u'httptcorgm1qdynpk']"
872,872,http://twitter.com/DespierAlFuturo/status/542992067556040704,11/12/2014 11:39,11/12/2014 11:39,11/12/2014 11:41,,"Greenpeace ""abofetea"" a Perú dañando gravemente las Líneas de Nazca despiertaalfuturo.blogspot.com.es/2014/12/greenp… pic.twitter.com/hCeO61MOuW",,"Greenpeace ""abofetea"" a Perú dañando gravemente las Líneas de Nazca http://t.co/UDoPDKXpip http://t.co/hCeO61MOuW",http://twitter.com/DespierAlFuturo/,http://twitter.com/,http://twitter.com/,http://twitter.com/DespierAlFuturo/status/542992067556040704,es,0,40,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/DespierAlFuturo/status/542992067556040704/photo/1"",""display_url"":""pic.twitter.com/hCeO61MOuW"",""url"":""http://t.co/hCeO61MOuW""},{""expended_url"":""http://despiertaalfuturo.blogspot.com.es/2014/12/greenpeace-abofetea-peru-danando.html"",""display_url"":""despiertaalfuturo.blogspot.com.es/2014/12/greenp…"",""url"":""http://t.co/UDoPDKXpip""}]",http://pbs.twimg.com/media/B4kYaE4IYAAQD10.jpg,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,6,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,6398,0,0,,,,,,0.0,0.0,tw:911051749,,DespiertAlFuturo,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/460081032964747265/ecfNJx7I_normal.jpeg,DespierAlFuturo,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,6,6398,6,"Greenpeace ""slaps"" seriously damaging to Peru Nazca Lines http://t.co/UDoPDKXpip http://t.co/hCeO61MOuW","Greenpeace ""slaps"" seriously damaging Peru Nazca Lines http://t.co/UDoPDKXpip http://t.co/hCeO61MOuW","[u'greenpeac', u'slap', u'serious', u'damag', u'peru', u'nazca', u'line', u'httptcoudopdkxpip', u'httptcohceo61mouw']"
873,873,http://twitter.com/ReutersBrazil/status/542990640099753984,11/12/2014 11:33,11/12/2014 11:33,11/12/2014 11:36,,"Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru reut.rs/1DfA8GD",,"Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru http://t.co/zA0HxES8rL",http://twitter.com/ReutersBrazil/,http://twitter.com/,http://twitter.com/,http://twitter.com/ReutersBrazil/status/542990640099753984,es,0,75,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://reut.rs/1DfA8GD"",""display_url"":""reut.rs/1DfA8GD"",""url"":""http://t.co/zA0HxES8rL""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,5,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,204691,0,0,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,tw:17711232,,Reuters Brasil,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/482238619143270402/-THEZ7K4_normal.png,ReutersBrazil,,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,5,204691,5,Greenpeace apologizes for protest in the Nazca Lines in Peru http://t.co/zA0HxES8rL,Greenpeace apologizes protest Nazca Lines Peru http://t.co/zA0HxES8rL,"[u'greenpeac', u'apolog', u'protest', u'nazca', u'line', u'peru', u'httptcoza0hxes8rl']"
874,874,http://twitter.com/jefferjss/status/542990183889510401,11/12/2014 11:32,11/12/2014 11:32,11/12/2014 11:34,,"#personalizada1 Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru: Grupo estendeu letras de tec... glo.bo/1zzOsFG",,"#personalizada1 Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru: Grupo estendeu letras de tec... http://t.co/Z2YybrdVSv",http://twitter.com/jefferjss/,http://twitter.com/,http://twitter.com/,http://twitter.com/jefferjss/status/542990183889510401,es,0,62,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://glo.bo/1zzOsFG"",""display_url"":""glo.bo/1zzOsFG"",""url"":""http://t.co/Z2YybrdVSv""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,2,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,1246,0,0,,,,,,0.0,0.0,tw:84973444,,Jefferson #Tim Beta,0,DAY,MALE,http://pbs.twimg.com/profile_images/512660193922928640/S_cmHalY_normal.jpeg,jefferjss,,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,2,1246,2,# Personalizada1 Greenpeace apologizes for protest in the Nazca Lines in Peru: Group extended tec letters ... http://t.co/Z2YybrdVSv,# Personalizada1 Greenpeace apologizes protest Nazca Lines Peru: Group extended tec letters ... http://t.co/Z2YybrdVSv,"[u'personalizada1', u'greenpeac', u'apolog', u'protest', u'nazca', u'line', u'peru', u'group', u'extend', u'tec', u'letter', u'httptcoz2yybrdvsv']"
875,875,http://twitter.com/moraesluciano/status/542989796130295808,11/12/2014 11:30,11/12/2014 11:30,11/12/2014 11:32,,"#BetaLab Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru: Grupo estendeu letras de tecido per... glo.bo/1zzOnSw",,"#BetaLab Greenpeace se desculpa por protesto nas Linhas de Nazca, no Peru: Grupo estendeu letras de tecido per... http://t.co/LzhIqKqLhY",http://twitter.com/moraesluciano/,http://twitter.com/,http://twitter.com/,http://twitter.com/moraesluciano/status/542989796130295808,es,0,67,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://glo.bo/1zzOnSw"",""display_url"":""glo.bo/1zzOnSw"",""url"":""http://t.co/LzhIqKqLhY""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,2,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,6391,0,0,,,,,,0.0,0.0,tw:37989083,,Luciano Tim Beta,0,DAY,MALE,http://pbs.twimg.com/profile_images/516586842636840961/-KVmrkLM_normal.jpeg,moraesluciano,,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,South America,Brazil,br,Distrito Federal,Brasilia,-47.9160522884,-15.7833402315,2,6391,2,#BetaLab Greenpeace apologizes for protest in the Nazca Lines in Peru: Group extended fabric letters per ... http://t.co/LzhIqKqLhY,#BetaLab Greenpeace apologizes protest Nazca Lines Peru: Group extended fabric letters per ... http://t.co/LzhIqKqLhY,"[u'betalab', u'greenpeac', u'apolog', u'protest', u'nazca', u'line', u'peru', u'group', u'extend', u'fabric', u'letter', u'per', u'httptcolzhiqkqlhi']"
876,876,http://twitter.com/tv_christian/status/542989318256476161,11/12/2014 11:28,11/12/2014 11:28,11/12/2014 11:30,,Perú rechaza disculpas de Greenpeace y la enjuiciará por daños a Líneas de Nasca bit.ly/1vTCtBS,,Perú rechaza disculpas de Greenpeace y la enjuiciará por daños a Líneas de Nasca http://t.co/lghnYE4epg,http://twitter.com/tv_christian/,http://twitter.com/,http://twitter.com/,http://twitter.com/tv_christian/status/542989318256476161,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://bit.ly/1vTCtBS"",""display_url"":""bit.ly/1vTCtBS"",""url"":""http://t.co/lghnYE4epg""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,6,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,57690,0,0,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,tw:346440358,,Christian Pino L.,0,DAY,MALE,http://pbs.twimg.com/profile_images/488755780519464960/vfQ2R18P_normal.jpeg,tv_christian,,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,South America,Chile,cl,Región Metropolitana de Santiago,Santiago,-70.6670408546,-33.4500138155,6,57690,6,Peru rejects apology from Greenpeace and prosecuted for damage to Nasca Lines http://t.co/lghnYE4epg,Peru rejects apology Greenpeace prosecuted damage Nasca Lines http://t.co/lghnYE4epg,"[u'peru', u'reject', u'apolog', u'greenpeac', u'prosecut', u'damag', u'nasca', u'line', u'httptcolghnye4epg']"
877,877,http://twitter.com/pratseva/status/542989109149446144,11/12/2014 11:27,11/12/2014 11:27,11/12/2014 16:38,,9 fotos que demuestran que los genios de Greenpeace sí dañaron las líneas de Nazca @uterope utero.pe/2014/12/09/9-f…,,9 fotos que demuestran que los genios de Greenpeace sí dañaron las líneas de Nazca @uterope http://t.co/N73li4wwik,http://twitter.com/pratseva/,http://twitter.com/,http://twitter.com/,http://twitter.com/pratseva/status/542989109149446144,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://utero.pe/2014/12/09/9-fotos-que-demuestran-que-los-genios-de-greenpeace-si-danaron-las-lineas-de-nazca/"",""display_url"":""utero.pe/2014/12/09/9-f…"",""url"":""http://t.co/N73li4wwik""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,9,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,2504,0,0,Europe,Spain,es,Comunidad Valenciana,Valencia,-0.40001204569,39.4850175161,tw:244018265,,Eva Prats,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/525017641703202817/Ri2lyCVo_normal.jpeg,pratseva,,Europe,Spain,es,Comunidad Valenciana,Valencia,-0.40001204569,39.4850175161,Europe,Spain,es,Comunidad Valenciana,Valencia,-0.40001204569,39.4850175161,9,2504,9,9 photos that prove themselves geniuses Greenpeace damaged Nazca linesuterope http://t.co/N73li4wwik,9 photos prove geniuses Greenpeace damaged Nazca linesuterope http://t.co/N73li4wwik,"[u'9', u'photo', u'prove', u'genius', u'greenpeac', u'damag', u'nazca', u'linesuterop', u'httptcon73li4wwik']"
878,878,http://twitter.com/Gato188/status/542986364686331904,11/12/2014 11:16,11/12/2014 11:16,11/12/2014 11:21,,#Peru to press charges against #Greenpeace for Nazca lines eco-vandalism. Put 'em in the dankest cells of El Frontón. fw.to/Kt8jOtb,,#Peru to press charges against #Greenpeace for Nazca lines eco-vandalism. Put 'em in the dankest cells of El Frontón. http://t.co/fOnz9x4QfK,http://twitter.com/Gato188/,http://twitter.com/,http://twitter.com/,http://twitter.com/Gato188/status/542986364686331904,es,0,67,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://fw.to/Kt8jOtb"",""display_url"":""fw.to/Kt8jOtb"",""url"":""http://t.co/fOnz9x4QfK""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,2,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,740,0,0,Australia,Australia,au,Australian Capital Territory,Canberra,149.129026244,-35.2830285454,tw:216237318,,GAThompson,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/1168894733/no_bullshit_sign_normal.jpg,Gato188,,Australia,Australia,au,Australian Capital Territory,Canberra,149.129026244,-35.2830285454,Australia,Australia,au,Australian Capital Territory,Canberra,149.129026244,-35.2830285454,2,740,2,#Peru to press charges against #Greenpeace for Nazca lines eco-vandalism. Put 'em in the dankest cells of El Frontón. http://t.co/fOnz9x4QfK,#Peru press charges #Greenpeace Nazca lines eco-vandalism. Put 'em dankest cells El Frontón. http://t.co/fOnz9x4QfK,"[u'peru', u'press', u'charg', u'greenpeac', u'nazca', u'line', u'ecovand', u'put', u'em', u'dankest', u'cell', u'el', u'front\xf3n', u'httptcofonz9x4qfk']"
879,879,http://twitter.com/CarlosZarateV/status/542985356417957888,11/12/2014 11:12,11/12/2014 11:12,11/12/2014 11:21,,"Insólito, Greenpeace ""usó"" las líneas de Nazca. Militancia ecologista que irrespeta precisamente lo que predica",,"Insólito, Greenpeace ""usó"" las líneas de Nazca. Militancia ecologista que irrespeta precisamente lo que predica",http://twitter.com/CarlosZarateV/,http://twitter.com/,http://twitter.com/,http://twitter.com/CarlosZarateV/status/542985356417957888,es,0,100,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,,,,[],,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,10,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,76732,0,0,,,,,,0.0,0.0,tw:31138604,,Carlos Zárate V.,0,DAY,MALE,http://pbs.twimg.com/profile_images/542643167003021313/TDF83ymX_normal.jpeg,CarlosZarateV,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,10,76732,10,"Unusual, Greenpeace ""used"" Nazca lines. Environmentalist activism that disrespects precisely what he preaches","Unusual, Greenpeace ""used"" Nazca lines. Environmentalist activism disrespects precisely preaches","[u'unusu', u'greenpeac', u'use', u'nazca', u'line', u'environmentalist', u'activ', u'disrespect', u'precis', u'preach']"
880,880,http://twitter.com/velardedaoiz/status/542984431984967681,11/12/2014 11:09,11/12/2014 11:09,11/12/2014 16:35,,"😂😂😂😂😂 “@ceppdi: Líneas de Nazca: Greenpeace dañó 1,600 m2 de zona intangible. Imbéciles. noticias.terra.com.pe/peru/lineas-de… pic.twitter.com/1nuQSgsCJk”",,"😂😂😂😂😂 “@ceppdi: Líneas de Nazca: Greenpeace dañó 1,600 m2 de zona intangible. Imbéciles. http://t.co/WjkqSytExx http://t.co/1nuQSgsCJk”",http://twitter.com/velardedaoiz/,http://twitter.com/,http://twitter.com/,http://twitter.com/ceppdi/status/542906933767077888,es,0,0,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,"hasImage,isComment,isTwitterReply",,,"[{""expended_url"":""http://twitter.com/ceppdi/status/542906933767077888/photo/1"",""display_url"":""pic.twitter.com/1nuQSgsCJk"",""url"":""http://t.co/1nuQSgsCJk""},{""expended_url"":""http://noticias.terra.com.pe/peru/lineas-de-nazca-greenpeace-dano-1600-m2-de-zona-intangible,f080bc947763a410VgnVCM10000098cceb0aRCRD.html"",""display_url"":""noticias.terra.com.pe/peru/lineas-de…"",""url"":""http://t.co/WjkqSytExx""}]",http://pbs.twimg.com/media/B4jJ8SJCAAAmIGa.png,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,4,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,683,0,0,North America,United States,us,District of Columbia,"Washington, D.C.",-77.0094185808,38.8995493765,tw:267706878,,Daoiz Velarde,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/523849042334593025/52HPrjBC_normal.jpeg,velardedaoiz,,North America,United States,us,District of Columbia,"Washington, D.C.",-77.0094185808,38.8995493765,North America,United States,us,District of Columbia,"Washington, D.C.",-77.0094185808,38.8995493765,4,683,4,"😂😂😂😂😂 ""ceppdi: Nazca Lines: Greenpeace 1,600 m2 of intangible damaged area. Morons. http://t.co/WjkqSytExx http://t.co/1nuQSgsCJk ""","😂😂😂😂😂 ""ceppdi: Nazca Lines: Greenpeace 1,600 m2 intangible damaged area. Morons. http://t.co/WjkqSytExx http://t.co/1nuQSgsCJk ""","[u'\U0001f602\U0001f602\U0001f602\U0001f602\U0001f602', u'ceppdi', u'nazca', u'line', u'greenpeac', u'1600', u'm2', u'intang', u'damag', u'area', u'moron', u'httptcowjkqsytexx', u'httptco1nuqsgscjk']"
881,881,http://twitter.com/PoliticaProdyTr/status/542980455696302080,11/12/2014 10:53,11/12/2014 10:53,11/12/2014 11:16,,"Perú, ""indignado"" por la acción de Greenpeace en líneas de Nazca #RTT infobae.com/c1614207 vía @infobaeamerica",,"Perú, ""indignado"" por la acción de Greenpeace en líneas de Nazca #RTT http://t.co/ONsbN3nX0V vía @infobaeamerica",http://twitter.com/PoliticaProdyTr/,http://twitter.com/,http://twitter.com/,http://twitter.com/PoliticaProdyTr/status/542980455696302080,es,0,57,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://www.infobae.com/c1614207"",""display_url"":""infobae.com/c1614207"",""url"":""http://t.co/ONsbN3nX0V""}]",,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,2346,0,0,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,tw:214627796,,PolíticaProdyTrabajo,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/1164983762/LOGO_POLITICA_PRODUCCION_Y_TRABAJO_2010_normal.jpg,PoliticaProdyTr,,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,3,2346,3,"Peru, ""outraged"" by the action of Greenpeace in Nazca lines #RTT http://t.co/ONsbN3nX0V viainfobaeamerica","Peru, ""outraged"" action Greenpeace Nazca lines #RTT http://t.co/ONsbN3nX0V viainfobaeamerica","[u'peru', u'outrag', u'action', u'greenpeac', u'nazca', u'line', u'rtt', u'httptcoonsbn3nx0v', u'viainfobaeamerica']"
882,882,http://twitter.com/portalmvd/status/542971325414117376,11/12/2014 10:17,11/12/2014 10:17,11/12/2014 11:08,,"Greenpeace causó daños irreparables en zona intangible de Nazca, según fiscal bit.ly/1skXwZ7 pic.twitter.com/uTVmglEqTo",,"Greenpeace causó daños irreparables en zona intangible de Nazca, según fiscal http://t.co/3XURueQgWz http://t.co/uTVmglEqTo",http://twitter.com/portalmvd/,http://twitter.com/,http://twitter.com/,http://twitter.com/portalmvd/status/542971325414117376,es,0,32,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,hasImage,,,"[{""expended_url"":""http://twitter.com/portalmvd/status/542971325414117376/photo/1"",""display_url"":""pic.twitter.com/uTVmglEqTo"",""url"":""http://t.co/uTVmglEqTo""},{""expended_url"":""http://bit.ly/1skXwZ7"",""display_url"":""bit.ly/1skXwZ7"",""url"":""http://t.co/3XURueQgWz""}]",http://pbs.twimg.com/media/B4kFiylIIAAEutr.jpg,0,0,,,0,0,,,"FILTER / Cop20 / Nazca,SEARCH / Greenpeace / Greenpeace",0,0,10,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,101060,0,0,South America,Uruguay,uy,Montevideo,Montevideo,-56.1710522884,-34.8580415662,tw:87751887,,Montevideo Portal,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/479339400204013568/_-3_W8H7_normal.png,portalmvd,,South America,Uruguay,uy,Montevideo,Montevideo,-56.1710522884,-34.8580415662,South America,Uruguay,uy,Montevideo,Montevideo,-56.1710522884,-34.8580415662,10,101060,10,"Greenpeace caused irreparable damage to intangible Nazca area, according to tax http://t.co/3XURueQgWz http://t.co/uTVmglEqTo","Greenpeace caused irreparable damage intangible Nazca area, according tax http://t.co/3XURueQgWz http://t.co/uTVmglEqTo","[u'greenpeac', u'caus', u'irrepar', u'damag', u'intang', u'nazca', u'area', u'accord', u'tax', u'httptco3xurueqgwz', u'httptcoutvmgleqto']"
883,883,http://twitter.com/todonoticias/status/542968428383174656,11/12/2014 10:05,11/12/2014 10:05,11/12/2014 11:04,,Polémica en Perú: Greenpeace se coló entre las líneas de Nazca ir.tn.com.ar/1scNAGt,,Polémica en Perú: Greenpeace se coló entre las líneas de Nazca http://t.co/jueQOwlIzu,http://twitter.com/todonoticias/,http://twitter.com/,http://twitter.com/,http://twitter.com/todonoticias/status/542968428383174656,es,0,75,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://ir.tn.com.ar/1scNAGt"",""display_url"":""ir.tn.com.ar/1scNAGt"",""url"":""http://t.co/jueQOwlIzu""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,9,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,1833503,0,0,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,tw:25992212,,TN - Todo Noticias,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/459321386654105601/7xLU2-oU_normal.png,todonoticias,,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,South America,Argentina,ar,Ciudad de Buenos Aires,Buenos Aires,-58.3975313737,-34.6025016085,9,1833503,9,Controversy in Peru: Greenpeace go between the Nazca lines http://t.co/jueQOwlIzu,Controversy Peru: Greenpeace go Nazca lines http://t.co/jueQOwlIzu,"[u'controversi', u'peru', u'greenpeac', u'go', u'nazca', u'line', u'httptcojueqowlizu']"
884,884,http://twitter.com/maquencla/status/542967986542641152,11/12/2014 10:03,11/12/2014 10:03,11/12/2014 11:04,,"La estupidez del fanatismo: ""Greenpeace pide disculpas a Perú por intervención en Líneas de Nasca"" bbc.in/1DeX48O",,"La estupidez del fanatismo: ""Greenpeace pide disculpas a Perú por intervención en Líneas de Nasca"" http://t.co/yf2poVs94r",http://twitter.com/maquencla/,http://twitter.com/,http://twitter.com/,http://twitter.com/maquencla/status/542967986542641152,es,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,,,"[{""expended_url"":""http://bbc.in/1DeX48O"",""display_url"":""bbc.in/1DeX48O"",""url"":""http://t.co/yf2poVs94r""}]",,0,0,,,0,0,,,"SEARCH / Greenpeace / Greenpeace,FILTER / Cop20 / Nazca",0,0,3,0,0,0,0,0,0,0,0,0,0,4324000000.0,0,2578,0,0,,,,,,0.0,0.0,tw:14165761,,m a q u e n c l a,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/378800000014036586/1f7be4255fca03d40959d7589c67d480_normal.jpeg,maquencla,,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,Europe,Spain,es,Comunidad de Madrid,Madrid,-3.683351686,40.4000262645,3,2578,3,"The stupidity of fanaticism, ""Greenpeace apologizes to Peru for intervention Nasca Lines"" http://t.co/yf2poVs94r","The stupidity fanaticism, ""Greenpeace apologizes Peru intervention Nasca Lines"" http://t.co/yf2poVs94r","[u'the', u'stupid', u'fanatic', u'greenpeac', u'apolog', u'peru', u'intervent', u'nasca', u'line', u'httptcoyf2povs94r']"
